P/bar	iceIc	iceIh	iceII	iceIX	iceVI	iceXIII	iceXV	liquid	iceV-part	iceIII-part
0	-18.1330532443244	-17.52524606580846	0.	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1000	-13.176741955573963	-12.570720418943385	0.	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2000	-8.220430666823525	-7.616194772078307	0.	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3000	-3.2641193780730866	-2.66166912521323	0.	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4000	1.6921919106773515	2.2928565216518457	0.	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5000	6.64850319942779	7.247382168516925	0.	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6000	11.604814488178228	12.201907815382	0.	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7000	16.56112577692867	17.15643346224708	0.	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8000	21.517437065679104	22.11095910911215	0.	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9000	26.473748354429546	27.06548475597723	0.	NaN	NaN	NaN	NaN	NaN	NaN	NaN
10000	31.43005964317998	32.02001040284231	0.	NaN	NaN	NaN	NaN	NaN	NaN	NaN
