P/bar	ice12111	iceXI	iceII	iceIX	iceXIII	iceXIV	iceXV	iceLTA	iceMAR	iceNON	icei	ice0	iceACO	iceBSV	iceDOH	ice11215848	ice12232449	ice14427301	ice15124949650	ice1532155471	ice16927915	ice17625256	ice20228176	ice533726600	ice582511	ice6128842	ice6721563	ice8421419	icePCOD8007225	icePCOD8036144	icePCOD8047078	icePCOD8047931	icePCOD8204698	icePCOD8301974	icePCOD8321499	icePCOD8324623	iceIc	iceIh	iceIII	iceIV	iceV	liquid	iceVIII	iceVII	iceVI	iceIII-part	iceV-part
0	-8.034484647921333	-5.977212374629853	0.	NaN	NaN	NaN	10.615616647802073	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-11.024780533204027	-10.36940567186589	0.13346544491263965	NaN	4.601529642649005	-5.305604441931515	NaN	NaN	17.211232298450934	2.4360940685674057	7.981303050253081
50	-7.821584521810265	-5.762310695041539	0.	NaN	NaN	NaN	10.560301480069594	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.7933021817311	-10.13621303339134	0.17934325187439185	NaN	4.574963374235435	-4.397050554559306	NaN	NaN	17.154349939697525	2.480240338060403	7.956877014641529
100	-7.608974485556762	-5.547761193696377	0.	NaN	NaN	NaN	10.505003852278191	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.562216531412417	-9.903487977543229	0.22482782933138235	NaN	4.548349717016714	-4.021385908879844	NaN	NaN	17.097476209884466	2.523973811482756	7.932334505592359
150	-7.396653398840526	-5.333561741833027	0.	NaN	NaN	NaN	10.44972385059865	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.331520879258479	-9.671225271850307	0.2699217518961785	NaN	4.521688569991539	-3.733168157014678	NaN	NaN	17.040611534811532	2.5672973022733587	7.907676659386404
200	-7.184620128829528	-5.119710231636148	0.	NaN	NaN	NaN	10.394461560136968	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.101212544682985	-9.439419755661982	0.3146275809693504	NaN	4.494979833623871	-3.490085964655457	NaN	NaN	16.983756334868705	2.6102136110907894	7.882904604838493
250	-6.972873550180006	-4.9062045762363855	0.	NaN	NaN	NaN	10.339217064934338	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.871288869502838	-9.208066340148335	0.35894786473947066	NaN	4.4682234098429525	-3.275750732229064	NaN	NaN	16.926911025036098	2.652725525813309	7.858019463297456
300	-6.761412545036466	-4.693042709710367	0.	NaN	NaN	NaN	10.283990447967165	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.641747217938144	-8.97716000830011	0.4028851381831149	NaN	4.441419202043292	-3.081757657132197	NaN	NaN	16.870076014884017	2.694835821538859	7.83302234864612
350	-6.550236003031679	-4.480222587080712	0.	NaN	NaN	NaN	10.228781791147053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.412584976612209	-8.746695814928717	0.4464419230648615	NaN	4.414567115084671	-2.9031141244719274	NaN	NaN	16.813251708572913	2.7365472605850636	7.807914367301321
400	-6.339342821286685	-4.2677421843160275	0.	NaN	NaN	NaN	10.173591175320807	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.183799554551538	-8.516668886666231	0.4896207279372913	NaN	4.387667055292139	-2.7365673604923604	NaN	NaN	16.756438504853435	2.7778625924892304	7.782696618213889
450	-6.128731904410792	-4.055599498330907	0.	NaN	NaN	NaN	10.118418680270443	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.955388383185843	-8.287074421965398	0.5324240481409879	NaN	4.360718930456025	-2.5798581476637175	NaN	NaN	16.699636797066365	2.8187845540083485	7.7573701928686525
