P/bar	ice12111	iceXI	iceII	iceIX	iceXIII	iceXIV	iceXV	iceLTA	iceMAR	iceNON	icei	ice0	iceACO	iceBSV	iceDOH	ice11215848	ice12232449	ice14427301	ice15124949650	ice1532155471	ice16927915	ice17625256	ice20228176	ice533726600	ice582511	ice6128842	ice6721563	ice8421419	icePCOD8007225	icePCOD8036144	icePCOD8047078	icePCOD8047931	icePCOD8204698	icePCOD8301974	icePCOD8321499	icePCOD8324623	iceIc	iceIh	iceIII	iceIV	iceV	liquid	iceVIII	iceVII	iceVI	iceIII-part	iceV-part
0	NaN	-4.458356728042239	0.	NaN	7.6414773837240295	NaN	8.771343190058824	NaN	NaN	NaN	2.207223596469599	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-12.815465823022038	-12.300242786532962	NaN	NaN	NaN	-24.760063113154988	NaN	NaN	NaN	NaN	NaN
50	NaN	-4.24735847478165	0.	NaN	7.607445681945406	NaN	8.711893484066158	NaN	NaN	NaN	2.5095698726701228	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-12.585986214766075	-12.068092896238106	NaN	NaN	NaN	-24.18079771708457	NaN	NaN	NaN	NaN	NaN
100	NaN	-4.036756964127778	0.	NaN	7.573404945531177	NaN	8.652452299102691	NaN	NaN	NaN	2.811196524174634	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-12.356925323155565	-11.83638679492179	NaN	NaN	NaN	-23.908350997197942	NaN	NaN	NaN	NaN	NaN
150	NaN	-3.826549484711847	0.	NaN	7.539354992345189	NaN	8.593020503986097	NaN	NaN	NaN	3.1121024809707003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-12.128284218188723	-11.605123897422537	NaN	NaN	NaN	-23.68607832433995	NaN	NaN	NaN	NaN	NaN
200	NaN	-3.6167333628622513	0.	NaN	7.505295640876346	NaN	8.533598957891796	NaN	NaN	NaN	3.4122866760580726	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-11.900063966852803	-11.374303609967235	NaN	NaN	NaN	-23.48960241159224	NaN	NaN	NaN	NaN	NaN
250	NaN	-3.407305962604553	0.	NaN	7.471226710238622	NaN	8.474188510352931	NaN	NaN	NaN	3.7117480454486946	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-11.67226563312412	-11.14392533017116	NaN	NaN	NaN	-23.309481572789853	NaN	NaN	NaN	NaN	NaN
300	NaN	-3.198264685661489	0.	NaN	7.43714802017105	NaN	8.414790001260386	NaN	NaN	NaN	4.010485528166694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-11.444890277968018	-10.913988447037951	NaN	NaN	NaN	-23.14087405174279	NaN	NaN	NaN	NaN	NaN
350	NaN	-2.9896069714529654	0.	NaN	7.403059391037722	NaN	8.355404260862771	NaN	NaN	NaN	4.308498066248388	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-11.217938959338895	-10.684492340959629	NaN	NaN	NaN	-22.98090405087995	NaN	NaN	NaN	NaN	NaN
400	NaN	-2.7813302970960607	0.	NaN	7.368960643827802	NaN	8.296032109766438	NaN	NaN	NaN	4.605784604742286	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.991412732180192	-10.455436383716586	NaN	NaN	NaN	-22.827698194620815	NaN	NaN	NaN	NaN	NaN
450	NaN	-2.5734321774050226	0.	NaN	7.334851600155512	NaN	8.23667435893547	NaN	NaN	NaN	4.902344091709083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.765312648424402	-10.226819938477588	NaN	NaN	NaN	-22.679955551009574	NaN	NaN	NaN	NaN	NaN
500	NaN	-2.365910164891273	0.	NaN	7.300732082260141	NaN	8.177331809691681	NaN	NaN	NaN	5.1981754782216605	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.53963975699305	-9.998642359799781	NaN	NaN	NaN	-22.536729202423782	NaN	NaN	NaN	NaN	NaN
550	NaN	-2.158761849763403	0.	NaN	7.266601913006035	NaN	8.118005253714621	NaN	NaN	NaN	5.493277718365091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.31439510379672	-9.770902993628683	NaN	NaN	NaN	-22.397304556605633	NaN	NaN	NaN	NaN	NaN
600	NaN	-1.9519848599271756	0.	NaN	7.232460915882607	NaN	8.058695473041572	NaN	NaN	NaN	5.787649769236633	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.089579731735034	-9.54360117729818	NaN	NaN	NaN	-22.26112667678442	NaN	NaN	NaN	NaN	NaN
650	NaN	-1.7455768609855247	0.	NaN	7.198308915004332	NaN	7.999403240067552	NaN	NaN	NaN	6.081290590945735	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.86519468069666	-9.316736239530545	NaN	NaN	NaN	-22.12775446140344	NaN	NaN	NaN	NaN	NaN
700	NaN	-1.539535556238555	0.	NaN	7.1641457351107505	NaN	7.940129317545313	NaN	NaN	NaN	6.3741991466140355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.641240987559318	-9.090307500436419	NaN	NaN	NaN	-21.99683046075598	NaN	NaN	NaN	NaN	NaN
750	NaN	-1.3338586866835442	0.	NaN	7.129971201566465	NaN	7.880874458585337	NaN	NaN	NaN	6.666374402375358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.417719686189763	-8.864314271514814	NaN	NaN	NaN	-21.868060264362835	NaN	NaN	NaN	NaN	NaN
800	NaN	-1.1285440310149388	0.	NaN	7.095785140361139	NaN	7.821639406655847	NaN	NaN	NaN	6.957815327375714	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.194631807443805	-8.63875585565312	NaN	NaN	NaN	-21.741197992244693	NaN	NaN	NaN	NaN	NaN
850	NaN	-0.9235894056243578	0.	NaN	7.061587378109502	NaN	7.7624248955827895	NaN	NaN	NaN	7.248520893773311	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.971978379166293	-8.413631547127107	NaN	NaN	NaN	-21.616035816330225	NaN	NaN	NaN	NaN	NaN
900	NaN	-0.7189926646005921	0.	NaN	7.027377742051344	NaN	7.703231649549851	NaN	NaN	NaN	7.538490076738533	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.749760426191125	-8.188940631600914	NaN	NaN	NaN	-21.492396222773202	NaN	NaN	NaN	NaN	NaN
950	NaN	-0.5147516997296022	0.	NaN	6.993156060051523	NaN	7.644060383098454	NaN	NaN	NaN	7.827721854453959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.527978970341245	-7.964682386127058	NaN	NaN	NaN	-21.370126186737867	NaN	NaN	NaN	NaN	NaN
1000	NaN	-0.3108644404945208	0.	NaN	6.958922160599953	NaN	7.584911801127749	NaN	NaN	NaN	8.116215208114355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.306635030428641	-7.740856079146424	NaN	NaN	NaN	-21.24909271181431	NaN	NaN	NaN	NaN	NaN
1050	NaN	-0.10732885407565165	0.	NaN	6.924675872811618	NaN	7.5257865988946255	NaN	NaN	NaN	8.403969121926679	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.085729622254345	-7.517460970488277	NaN	NaN	NaN	-21.129179362562294	NaN	NaN	NaN	NaN	NaN
1100	NaN	0.09585705464953113	0.	NaN	6.890417026426561	NaN	7.466685462013701	NaN	NaN	NaN	8.690982583110076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.865263758608434	-7.29449631137026	NaN	NaN	NaN	-21.01028353260103	NaN	NaN	NaN	NaN	NaN
1150	NaN	0.29869524310637985	0.	NaN	6.85614545180989	NaN	7.407609066457331	NaN	NaN	NaN	8.97725458189587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.645238449270039	-7.071961344398382	NaN	NaN	NaN	-20.8923142660803	NaN	NaN	NaN	NaN	NaN
1200	NaN	0.5011876310230781	0.	NaN	6.821860979951775	NaN	7.3485580785556035	NaN	NaN	NaN	9.262784111527587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.4256547010073275	-6.8498553035670335	NaN	NaN	NaN	-20.77519050140022	NaN	NaN	NaN	NaN	NaN
1250	NaN	0.7033361004306369	0.	NaN	6.78756344246745	NaN	7.289533154996342	NaN	NaN	NaN	9.547570168260933	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.206513517577511	-6.628177414258977	NaN	NaN	NaN	-20.658839641261363	NaN	NaN	NaN	NaN	NaN
1300	NaN	0.9051424956628971	0.	NaN	6.753252671597212	NaN	7.2305349428251	NaN	NaN	NaN	9.831611751363804	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.987815899726856	-6.406926893245353	NaN	NaN	NaN	-20.543196377860873	NaN	NaN	NaN	NaN	NaN
1350	NaN	1.106608623356527	0.	NaN	6.718928500206423	NaN	7.171564079445167	NaN	NaN	NaN	10.114907863116288	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.769562845190667	-6.1861029486856705	NaN	NaN	NaN	-20.42820171970447	NaN	NaN	NaN	NaN	NaN
1400	NaN	1.3077362524510259	0.	NaN	6.684590761785503	NaN	7.112621192617566	NaN	NaN	NaN	10.397457508810653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.551755348693298	-5.965704780127818	NaN	NaN	NaN	-20.31380217929143	NaN	NaN	NaN	NaN	NaN
