P/bar	iceIc	iceIh	iceII	iceIX	iceVI	iceXIII	iceXV	liquid	iceV-part	iceIII-part
0	-12.572607985639479	-11.99549334362382	0.	NaN	10.592146224924363	NaN	NaN	NaN	NaN	NaN
1000	-6.834322472685017	-6.263929816021118	0.	1.69770088797668	9.347180296317674	NaN	NaN	NaN	NaN	NaN
2000	-2.488928826060146	-1.928561104577966	0.	2.5609494311502203	8.269672377675306	NaN	NaN	NaN	NaN	NaN
3000	1.8508406746550463	2.3957681379979476	0.	2.0079389988677576	6.77943441120442	NaN	NaN	NaN	NaN	NaN
4000	NaN	NaN	0.	NaN	5.517222672584467	NaN	NaN	NaN	1.6137862210161984	NaN
5000	NaN	NaN	0.	NaN	3.441272058757022	NaN	NaN	NaN	0.379506328725256	NaN
6000	NaN	NaN	0.	NaN	4.314102340198588	3.5933811304275878	NaN	NaN	0.3054266697145067	NaN
7000	NaN	NaN	0.	NaN	-1.1806989593897015	-0.558167701587081	4.334883350762539	NaN	-1.000045667286031	NaN
8000	NaN	NaN	0.	NaN	-0.7059922151383944	0.5735078578582034	2.3550278124166653	NaN	NaN	NaN
9000	NaN	NaN	0.	NaN	-2.0428056983510032	-1.1350746657699347	0.057814860017970204	NaN	NaN	NaN
10000	NaN	NaN	0.	NaN	NaN	-1.7279523569741286	-1.4255832144990563	NaN	NaN	NaN
