P/bar	iceIc	iceIh	iceII	iceIX	iceVI	iceXIII	iceXV	liquid	iceV-part	iceIII-part
0	-12.76824546844	-12.189056876930408	0.	1.0843104305677116	10.83964308904251	8.549964643258136	20.819776338874362	NaN	5.141459570382722	NaN
1000	-7.581854297362776	-7.013324352905354	0.	1.698397276900233	9.43387553516846	7.481000790040026	18.534658253993044	NaN	4.264393617056069	NaN
2000	-2.395463126285552	-1.8375918288802993	0.	2.312484123232754	8.028107981294408	6.4120369368219166	16.24954016911172	NaN	3.3873276637294145	NaN
3000	2.790928044791672	3.338140695144757	0.	2.926570969565275	6.622340427420357	5.343073083603806	13.964422084230403	NaN	2.5102617104027614	NaN
4000	7.977319215868896	8.51387321916981	0.	3.5406578158977964	5.216572873546306	4.2741092303856965	11.679303999349083	NaN	1.6331957570761078	NaN
5000	13.163710386946118	13.689605743194868	0.	4.154744662230318	3.810805319672254	3.205145377167586	9.394185914467762	NaN	0.7561298037494542	NaN
6000	18.350101558023344	18.865338267219922	0.	4.7688315085628386	2.4050377657982036	2.1361815239494764	7.109067829586444	NaN	-0.120936149577199	NaN
7000	23.536492729100566	24.041070791244977	0.	5.38291835489536	0.9992702119241521	1.0672176707313668	4.823949744705123	NaN	-0.998002102903853	NaN
8000	28.72288390017779	29.216803315270027	0.	5.997005201227881	-0.4064973419498994	-0.0017461824867428533	2.5388316598238028	NaN	-1.8750680562305062	NaN
9000	33.90927507125502	34.392535839295086	0.	6.611092047560403	-1.812264895823951	-1.0707100357048542	0.25371357494248414	NaN	-2.7521340095571603	NaN
10000	39.095666242332236	39.56826836332014	0.	7.225178893892924	-3.2180324496980024	-2.139673888922964	-2.031404509938838	NaN	-3.6291999628838134	NaN
