P/bar	iceIc	iceIh	iceII	iceIX	iceVI	iceXIII	iceXV	liquid	iceV-part	iceIII-part
0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1000	-4.346114068874158	-3.836014630214777	0.	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2000	-0.21341870760079473	0.272619838884566	0.	3.5315792733454145	13.219837477838155	NaN	NaN	NaN	5.985731130873319	NaN
3000	4.086415026104078	4.5423765337327495	0.	4.777506682672538	9.130640129151288	5.1258723979699425	NaN	NaN	5.450100768648554	NaN
4000	NaN	NaN	0.	6.01221547689056	8.960761538532097	4.267157023539767	NaN	NaN	4.1094035634887405	NaN
5000	NaN	NaN	0.	7.27806242700899	6.992154094798025	-0.03532706422265619	7.327972412924282	NaN	4.508536360342987	NaN
6000	NaN	NaN	0.	7.053356927994173	5.228367609437555	2.8544634813442826	6.6219166875234805	NaN	3.457413529220503	NaN
7000	NaN	NaN	0.	7.0053819013992324	3.5982699331943877	1.2561949999653734	2.3473255719873123	NaN	1.8620383873349056	NaN
8000	NaN	NaN	0.	6.546260723087471	1.511199862929061	0.8101599699584767	2.637261770258192	NaN	0.30083853052929044	NaN
9000	NaN	NaN	0.	7.382901309581939	-1.6725486226496287	0.14227569964714348	2.1650852383463643	NaN	0.7466489606304094	NaN
10000	NaN	NaN	0.	7.667807462217752	-2.9982030424289405	-0.8857434170786291	1.7688617548556067	NaN	0.6147297529387288	NaN
