P/bar	ice12111	iceXI	iceII	iceIX	iceXIII	iceXIV	iceXV	iceLTA	iceMAR	iceNON	icei	ice0	iceACO	iceBSV	iceDOH	ice11215848	ice12232449	ice14427301	ice15124949650	ice1532155471	ice16927915	ice17625256	ice20228176	ice533726600	ice582511	ice6128842	ice6721563	ice8421419	icePCOD8007225	icePCOD8036144	icePCOD8047078	icePCOD8047931	icePCOD8204698	icePCOD8301974	icePCOD8321499	icePCOD8324623	iceIc	iceIh	iceIII	iceIV	iceV	liquid	iceVIII	iceVII	iceVI	iceIII-part	iceV-part
0	-10.006360022254343	-7.756309557363304	0.	NaN	10.252808814853704	NaN	13.418922422779124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.318621391442266	-7.777772536831707	6.972072418987888	NaN	12.019798808288082	NaN	NaN	NaN	22.66661595331109	7.932725261795967	14.434029116026027
50	-9.792862081125199	-7.537310744324524	0.	NaN	10.219828565298435	NaN	13.367133262209286	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.089654543712728	-7.548778742930753	7.020415524640384	NaN	11.991689094738403	NaN	NaN	NaN	22.610837522749055	7.979169505572708	14.405834577775753
100	-9.57959398993455	-7.3187082399805705	0.	NaN	10.18680343158998	NaN	13.31536147749167	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.860966450486083	-7.320142609768218	7.068330808352777	NaN	11.963527334694295	NaN	NaN	NaN	22.555075169500693	8.025138394061917	14.377607026445796
150	-9.366554913877065	-7.100498903550903	0.	NaN	10.153733623803543	NaN	13.263607054694592	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.632555649893876	-7.0918581173985205	7.11582136286822	NaN	11.93531365607195	NaN	NaN	NaN	22.49932896712432	8.070636099202504	14.349346008432688
200	-9.153744023232841	-6.88267961653043	0.	NaN	10.12061934867352	NaN	13.211869979163543	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.404420690465837	-6.863919389127453	7.162890262889413	NaN	11.90704818453803	NaN	NaN	NaN	22.44359898848235	8.115666765800611	14.321051074341788
250	-8.941160493367407	-6.665247282689506	0.	NaN	10.087460809593479	NaN	13.160150235521233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.176560131129889	-6.636320691512186	7.2095405650786155	NaN	11.878731043509678	NaN	NaN	NaN	22.387885305741275	8.160234511529609	14.292721778987278
300	-8.728803504731728	-6.4481988280739255	0.	NaN	10.054258206616161	NaN	13.108447807667563	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.948972541212137	-6.409056434361265	7.255775308057632	NaN	11.850362354154509	NaN	NaN	NaN	22.332187990371672	8.204343426930103	14.26435768139216
350	-8.516672242862192	-6.231531201004924	0.	NaN	10.02101173645349	NaN	13.056762678779632	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.721656500436871	-6.182121170734619	7.3015975124078185	NaN	11.821942235390612	NaN	NaN	NaN	22.276507113148202	8.247997575409931	14.235958344788259
400	-8.304765898380628	-6.015241372079183	0.	NaN	9.987721592476566	NaN	13.005094831311741	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.494610598926571	-5.955509596943549	7.347010180670086	NaN	11.79347080388655	NaN	NaN	NaN	22.220842744149603	8.29120099324416	14.207523336616216
450	-8.09308366699429	-5.799326334168826	0.	NaN	9.954387964715666	NaN	12.953444246995385	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.267833437201903	-5.729216552550738	7.392016297344893	NaN	11.764948174061365	NaN	NaN	NaN	22.1651949527587	8.333957689575099	14.179052228525501
