P/bar	iceIc	iceIh	iceII	iceIX	iceVI	iceXIII	iceXV	liquid	iceV-part	iceIII-part
0	-13.132783639593981	-12.521075878757983	0.	NaN	10.97782391589135	10.891428081609774	17.38101174181793	NaN	5.663818191736937	NaN
1000	-8.198772457129772	-7.598086220511395	0.	NaN	9.554317516687563	9.596948358376533	15.576817824304815	NaN	4.670453742479581	NaN
2000	-3.264761274665563	-2.675096562264807	0.	NaN	8.130811117483777	8.30246863514329	13.772623906791699	NaN	3.6770892932222257	NaN
3000	1.6692499077986458	2.247893095981782	0.	NaN	6.707304718279991	7.007988911910049	11.968429989278583	NaN	2.6837248439648707	NaN
4000	6.603261090262855	7.170882754228369	0.	NaN	5.283798319076205	5.713509188676807	10.164236071765469	NaN	1.6903603947075152	NaN
5000	11.537272272727062	12.093872412474958	0.	NaN	3.8602919198724193	4.419029465443566	8.360042154252355	NaN	0.6969959454501602	NaN
6000	16.471283455191273	17.016862070721547	0.	NaN	2.436785520668632	3.1245497422103234	6.555848236739239	NaN	-0.29636850380719526	NaN
7000	21.40529463765548	21.939851728968137	0.	NaN	1.013279121464846	1.8300700189770822	4.751654319226125	NaN	-1.2897329530645507	NaN
8000	26.33930582011969	26.862841387214722	0.	NaN	-0.4102272777389402	0.5355902957438392	2.947460401713009	NaN	-2.283097402321906	NaN
9000	31.2733170025839	31.785831045461315	0.	NaN	-1.8337336769427246	-0.758889427489402	1.143266484199895	NaN	-3.2764618515792616	NaN
10000	36.207328185048105	36.7088207037079	0.	NaN	-3.257240076146511	-2.0533691507226433	-0.6609274333132191	NaN	-4.269826300836616	NaN
