P/bar	ice12111	iceXI	iceII	iceIX	iceXIII	iceXIV	iceXV	iceLTA	iceMAR	iceNON	icei	ice0	iceACO	iceBSV	iceDOH	ice11215848	ice12232449	ice14427301	ice15124949650	ice1532155471	ice16927915	ice17625256	ice20228176	ice533726600	ice582511	ice6128842	ice6721563	ice8421419	icePCOD8007225	icePCOD8036144	icePCOD8047078	icePCOD8047931	icePCOD8204698	icePCOD8301974	icePCOD8321499	icePCOD8324623	iceIc	iceIh	iceIII	iceIV	iceV	liquid	iceVIII	iceVII	iceVI	iceIII-part	iceV-part
0	-7.449329687725861	-5.486540859275076	0.	4.5174251419283555	8.418406210185076	14.294001459018363	9.986900924049092	NaN	NaN	17.312844239569344	2.4446301051754817	NaN	NaN	NaN	14.195139809916272	NaN	NaN	8.08076757501594	NaN	3.7506953807811216	NaN	NaN	NaN	NaN	NaN	10.547439768363535	NaN	NaN	12.87469990613381	NaN	NaN	NaN	NaN	NaN	8.146690096310724	17.912771817176118	-11.663494532446357	-11.020268776273308	-1.5818132493339594	NaN	2.720168832969568	-10.600845574722301	NaN	NaN	15.911822800179086	0.9549889535810173	6.322116938886243
50	-7.236485531343757	-5.271327119343481	0.	4.545622980817601	8.385195922534919	14.248006272089775	9.930451097498425	NaN	NaN	17.734451726597275	2.740486679614738	NaN	NaN	NaN	14.662067433983298	NaN	NaN	8.436292848958045	NaN	3.8462406125920974	NaN	NaN	NaN	NaN	NaN	10.668247241396422	NaN	NaN	12.952212744967564	NaN	NaN	NaN	NaN	NaN	8.325207051645918	18.048968307523303	-11.431745362544358	-10.786088588681555	-1.5376908201676887	NaN	2.6956417229417533	-9.962139264836832	NaN	NaN	15.854733534316026	0.996685300419828	6.300350957875507
100	-7.02396557073084	-5.056502917209431	0.	4.573505903587949	8.351945890368793	14.20196346341364	9.874023328595966	NaN	NaN	18.155227960973942	3.03584095131929	NaN	NaN	NaN	15.127691749197712	NaN	NaN	8.790896563948415	NaN	3.9415525050897395	NaN	NaN	NaN	NaN	NaN	10.788628115960353	NaN	NaN	13.029339193293326	NaN	NaN	NaN	NaN	NaN	8.503182222419104	18.18481410684497	-11.200428050723522	-10.552378584694207	-1.4939022808124205	NaN	2.671009817287823	-9.681095110208654	NaN	NaN	15.797671771130426	1.0379716419169038	6.278444740537968
150	-6.811768163600796	-4.842065733221804	0.	4.6010755875652265	8.318656232119354	14.15587328238633	9.817617796266326	NaN	NaN	18.575172456492847	3.3306922563834074	NaN	NaN	NaN	15.592030394308116	NaN	NaN	9.144588136179646	NaN	4.036631760170762	NaN	NaN	NaN	NaN	NaN	10.908585313322972	NaN	NaN	13.106080737063284	NaN	NaN	NaN	NaN	NaN	8.680622751075932	18.320312416685635	-10.969539426758	-10.319135513833798	-1.4504460643674533	NaN	2.6462739705397165	-9.4586527953463	NaN	NaN	15.740637086631835	1.0788512734891993	6.256399707828205
200	-6.599891680027823	-4.628013073080232	0.	4.628333703886672	8.28532706513212	14.10973597645388	9.761234676916427	NaN	NaN	18.994284787011736	3.6250399327185434	NaN	NaN	NaN	16.055100741659487	NaN	NaN	9.497376891485796	NaN	4.131479079602423	NaN	NaN	NaN	NaN	NaN	11.02812172563891	NaN	NaN	13.182438857905492	NaN	NaN	NaN	NaN	NaN	8.857535672848673	18.45546639699263	-10.739076348236006	-10.08635614968096	-1.4073206096632256	NaN	2.621435032062839	-9.26640567055941	NaN	NaN	15.683629064199893	1.1193274709665093	6.234217270270709
250	-6.388334502446621	-4.414342467835084	0.	4.6552819175009414	8.25195850566548	14.063551791111967	9.704874144435495	NaN	NaN	19.41256458645259	3.9188833200533404	NaN	NaN	NaN	16.516919897193173	NaN	NaN	9.849272065342397	NaN	4.2260951650225245	NaN	NaN	NaN	NaN	NaN	11.147240215949799	NaN	NaN	13.258415033123887	NaN	NaN	NaN	NaN	NaN	9.033927915756246	18.590279166116083	-10.509035700559798	-9.854037289874402	-1.3645243612613203	NaN	2.5964938460560627	-9.093351063071701	NaN	NaN	15.626647294584354	1.1594034905914699	6.211898827959898
300	-6.177095025652403	-4.201051473887479	0.	4.681921887168102	8.218550668890682	14.017320969905938	9.648536370195062	NaN	NaN	19.83001154880162	4.212221759933626	NaN	NaN	NaN	16.977504700446914	NaN	NaN	10.200282802866429	NaN	4.3204807179394065	NaN	NaN	NaN	NaN	NaN	11.265943618184272	NaN	NaN	13.334010735698294	NaN	NaN	NaN	NaN	NaN	9.209806300604187	18.724753800808976	-10.27941439694568	-9.622175756110938	-1.3220557694544615	NaN	2.571451251551723	-8.933846452261662	NaN	NaN	15.569691375905062	1.1990825690195566	6.189445770560101
350	-5.966171656800892	-3.9881376729892843	0.	4.708255265459639	8.185103668891847	13.971043754430772	9.592221523048972	NaN	NaN	20.246625428109283	4.505054595722414	NaN	NaN	NaN	17.436871724554813	NaN	NaN	10.550418158816345	NaN	4.414636439731957	NaN	NaN	NaN	NaN	NaN	11.38423473715796	NaN	NaN	13.409227434284396	NaN	NaN	NaN	NaN	NaN	9.385177540984667	18.858893336227073	-10.05020937842401	-9.390768394145455	-1.2799132902665162	NaN	2.5463080824156235	-8.784540187550682	NaN	NaN	15.51276091365197	1.2383679233190863	6.166859477305567
400	-5.755562815408319	-3.775598672243108	0.	4.734283698758448	8.151617618665961	13.924720384331122	9.535929769333364	NaN	NaN	20.66240603849025	4.7973811725999065	NaN	NaN	NaN	17.895037276247354	NaN	NaN	10.899687097592059	NaN	4.508563031649608	NaN	NaN	NaN	NaN	NaN	11.50211634857349	NaN	NaN	13.484066593213761	NaN	NaN	NaN	NaN	NaN	9.560048243276494	18.992700765928955	-9.821417613839193	-9.159812073790945	-1.2380953854524936	NaN	2.5210651673470323	-8.643248710157803	NaN	NaN	15.455855520685128	1.2772627509712153	6.144141317000462
450	-5.545266933351422	-3.5634321041023065	0.	4.760008827258841	8.118092630122874	13.878351097301284	9.479661272866696	NaN	NaN	21.077353254123445	5.089200837563493	NaN	NaN	NaN	18.3520173958514	NaN	NaN	11.248098493234949	NaN	4.602261194812328	NaN	NaN	NaN	NaN	NaN	11.619591199020487	NaN	NaN	13.558529672493838	NaN	NaN	NaN	NaN	NaN	9.7344249066451	19.126179041876036	-9.593036099849684	-8.929303688918482	-1.1966005224985454	NaN	2.4957233298786834	-8.508455513138198	NaN	NaN	15.398974817234697	1.3157702298699412	6.121292648018866
500	-5.335282454867451	-3.3516356263709812	0.	4.785432284966545	8.084528814085305	13.831936129085213	9.423416194949727	NaN	NaN	21.491467009252016	5.3805129394277476	NaN	NaN	NaN	18.80782785729019	NaN	NaN	11.595661129427853	NaN	4.695731630210638	NaN	NaN	NaN	NaN	NaN	11.736662005975575	NaN	NaN	13.632618127807946	NaN	NaN	NaN	NaN	NaN	9.90831392304255	19.259331074432538	-9.365061860927987	-8.699240157457234	-1.155427174621965	NaN	2.470283388376776	-8.379056612754733	NaN	NaN	15.342118430900925	1.3538935183221028	6.0983148183047815
550	-5.125607836554162	-3.140206922203981	0.	4.810555699698699	8.05092628028884	13.785475713476508	9.367194694365516	NaN	NaN	21.904747298183352	5.671316828824433	NaN	NaN	NaN	19.262484168083333	NaN	NaN	11.942383699495076	NaN	4.788975038705592	NaN	NaN	NaN	NaN	NaN	11.853331457802375	NaN	NaN	13.706333410515276	NaN	NaN	NaN	NaN	NaN	10.081721577207542	19.39215973236549	-9.137491949360655	-8.469618421394461	-1.1145738207711888	NaN	2.4447461560409756	-8.254218748236237	NaN	NaN	15.285285996654164	1.3916357550473775	6.075209165372125
600	-4.9162415473698236	-2.929143700106899	0.	4.835380693083857	8.017285137381927	13.738970082318431	9.31099692737944	NaN	NaN	22.31719417528907	5.961611858202498	NaN	NaN	NaN	19.71600156934683	NaN	NaN	12.288274806402386	NaN	4.881992121028798	NaN	NaN	NaN	NaN	NaN	11.969602213751509	NaN	NaN	13.779676967650916	NaN	NaN	NaN	NaN	NaN	10.254654046665408	19.52466784284474	-8.91032344524829	-8.240435446775505	-1.0740389456257953	NaN	2.419112440904413	-8.133294701906367	NaN	NaN	15.228477156834881	1.4290000591782848	6.051977016304732
650	-4.707182068633209	-2.7184436939360737	0.	4.8599088805619886	7.983605492925885	13.692419465503896	9.254823047739176	NaN	NaN	22.728807755005032	6.251397381828075	NaN	NaN	NaN	20.168395035793043	NaN	NaN	12.63334296275701	NaN	4.974783577782398	NaN	NaN	NaN	NaN	NaN	12.085476903960599	NaN	NaN	13.852650241925804	NaN	NaN	NaN	NaN	NaN	10.427117401728102	19.65685819144295	-8.683553456505543	-8.011688223703809	-1.0338210395965053	NaN	2.3933830458336858	-8.015769906292887	NaN	NaN	15.171691561153631	1.4659895302601835	6.028619687756355
700	-4.498427894023603	-2.5081046628985906	0.	4.884141871384475	7.949887453394899	13.645824090975466	9.198673206674707	NaN	NaN	23.13958821183132	6.54067275578449	NaN	NaN	NaN	20.619679275730718	NaN	NaN	12.977596590807648	NaN	5.067350109439082	NaN	NaN	NaN	NaN	NaN	12.200958129454257	NaN	NaN	13.925254671726776	NaN	NaN	NaN	NaN	NaN	10.599117605494222	19.788733522135608	-8.457179118861117	-7.783373766340895	-0.993918598825182	NaN	2.3675587685288555	-7.901227272424338	NaN	NaN	15.114928866691077	1.502607248251274	6.005138485950663
750	-4.2899775295808	-2.2981243915522804	0.	4.908081268614114	7.916131124176016	13.599184184725367	9.142547552898323	NaN	NaN	23.549535780332253	6.829437337972251	NaN	NaN	NaN	21.06986873106498	NaN	NaN	13.321044022444452	NaN	5.15969241634208	NaN	NaN	NaN	NaN	NaN	12.316048462144101	NaN	NaN	13.997491691116531	NaN	NaN	NaN	NaN	NaN	10.770660513848982	19.920296537301006	-8.231197595857758	-7.555489112906386	-0.9543301251848312	NaN	2.341640401523451	-7.78932317060396	NaN	NaN	15.058188737897979	1.5388562735225964	5.981534706681245
800	-4.081829493705101	-2.088500689805721	0.	4.9317286691251185	7.8823366095691565	13.552499970795466	9.086446232604622	NaN	NaN	23.9586507551364	7.117690488109052	NaN	NaN	NaN	21.51897757729732	NaN	NaN	13.663693499199042	NaN	5.251811198705169	NaN	NaN	NaN	NaN	NaN	12.430750444828737	NaN	NaN	14.06936272983365	NaN	NaN	NaN	NaN	NaN	10.941751875464242	20.051549897720243	-8.005606078852267	-7.328031325677988	-0.9150541262796004	NaN	2.3156287321844653	-7.67977052385598	NaN	NaN	15.001470846595206	1.5747396468580317	5.957809635311607
850	-3.8739823171573176	-1.8792313929182325	0.	4.955085663603112	7.848504012787101	13.505771671277298	9.030369389470508	NaN	NaN	24.366933490936546	7.405431567729775	NaN	NaN	NaN	21.96701972352562	NaN	NaN	14.005553172244506	NaN	5.343707156612666	NaN	NaN	NaN	NaN	NaN	12.545066591193786	NaN	NaN	14.140869213292593	NaN	NaN	NaN	NaN	NaN	11.112397331798483	20.182496222577253	-7.780401787015494	-7.100997490991498	-0.8760891154447803	NaN	2.289524542712359	-7.572326597559515	NaN	NaN	14.944774871973717	1.6102603894543008	5.933964546775164
900	-3.66643454305877	-1.6703143614998845	0.	4.978153836545136	7.814633435955501	13.458999506312036	8.974317164655186	NaN	NaN	24.77438440248973	7.692659940186494	NaN	NaN	NaN	22.414008812444134	NaN	NaN	14.346631102395389	NaN	5.435380990019432	NaN	NaN	NaN	NaN	NaN	12.658999385811853	NaN	NaN	14.212012562583698	NaN	NaN	NaN	NaN	NaN	11.282602417096824	20.313138089458775	-7.555581967332336	-6.874384719240806	-0.8374336117468029	NaN	2.2633286101410572	-7.466783982975483	NaN	NaN	14.888100500594582	1.6454215029209653	5.9100007055752615
950	-3.4591847268912885	-1.4617474815114904	0.	5.000934766259642	7.780724980112872	13.41218369409052	8.918289696800178	NaN	NaN	25.181003964617194	7.97937497064846	NaN	NaN	NaN	22.85995822034349	NaN	NaN	14.686935260107694	NaN	5.526833398750873	NaN	NaN	NaN	NaN	NaN	12.772551284142542	NaN	NaN	14.282794194473167	NaN	NaN	NaN	NaN	NaN	11.45237255839101	20.44347803435436	-7.331143894601739	-6.6481901448778915	-0.7990861399832435	NaN	2.23704170633795	-7.362963809311397	NaN	NaN	14.83144742638897	1.6802259692804284	5.885919365785155
1000	-3.2522314364972096	-1.2535286642646106	0.	5.023430024866501	7.746778745210594	13.365324450853233	8.862287122029302	NaN	NaN	25.586792712204442	8.265576026102117	NaN	NaN	NaN	23.304881057110695	NaN	NaN	15.026473525478904	NaN	5.618065082502936	NaN	NaN	NaN	NaN	NaN	12.885724712532465	NaN	NaN	14.353215521403095	NaN	NaN	NaN	NaN	NaN	11.62171307549942	20.573518551656377	-7.1070848714366965	-6.422410926412825	-0.7610452306828193	NaN	2.210664598003895	-7.260710545945511	NaN	NaN	14.774815350658148	1.7146767509679326	5.8617217710480185
1050	-3.045573252079381	-1.0456558464215495	0.	5.045641178296994	7.712794830112918	13.31842199089032	8.806309573948692	NaN	NaN	25.9917512402012	8.551262475351095	NaN	NaN	NaN	23.748790166229124	NaN	NaN	15.365253688247952	NaN	5.709076740842109	NaN	NaN	NaN	NaN	NaN	12.998522068215221	NaN	NaN	14.423277951491436	NaN	NaN	NaN	NaN	NaN	11.790629181027066	20.70326209416001	-6.8834022282642575	-6.197044246413764	-0.72330942010539	NaN	2.184198046673214	-7.159887961911686	NaN	NaN	14.718203982073494	1.7487767908315601	5.837409154576942
1100	-2.8392087662011583	-0.8381269899953597	0.	5.067569786293817	7.6787733325969585	13.271476526541578	8.750357183646777	NaN	NaN	26.39588020362145	8.83643368901621	NaN	NaN	NaN	24.19169812477855	NaN	NaN	15.703283447795236	NaN	5.79986907320543	NaN	NaN	NaN	NaN	NaN	13.110945719311415	NaN	NaN	14.492982888532042	NaN	NaN	NaN	NaN	NaN	11.959125980365588	20.832711073063262	-6.660093323325516	-5.972087311506958	-0.6858772502419573	NaN	2.1576428087136956	-7.06037594249225	NaN	NaN	14.66161303667647	1.7825290121322355	5.812982739154937
1150	-2.6331365837864067	-0.6309400823498371	0.	5.089217402411083	7.644714349352698	13.224488268196447	8.694430079694301	NaN	NaN	26.79918031754337	9.121089039535466	NaN	NaN	NaN	24.633617243435097	NaN	NaN	16.040570413142625	NaN	5.890442778900473	NaN	NaN	NaN	NaN	NaN	13.22299800482865	NaN	NaN	14.562331731994627	NaN	NaN	NaN	NaN	NaN	12.127208471693256	20.961867857966944	-6.437155542675613	-5.747537352376746	-0.6487472688146656	NaN	2.130999635326593	-6.962067950648357	NaN	NaN	14.605042237878662	1.815936318543723	5.788443737134927
1200	-2.4273553221195003	-0.4240931361995257	0.	5.110585574014317	7.610617975982984	13.177457424294044	8.638528388144312	NaN	NaN	27.2016523571094	9.405227901164052	NaN	NaN	NaN	25.07455956647129	NaN	NaN	16.37712210295344	NaN	5.980798557105358	NaN	NaN	NaN	NaN	NaN	13.334681234661515	NaN	NaN	14.631325877024784	NaN	NaN	NaN	NaN	NaN	12.294881545974974	21.09073477687468	-6.214586300183745	-5.52339162376556	-0.6119180292768015	NaN	2.1042692725466265	-6.864868980483128	NaN	NaN	14.548491316461742	1.8490015941526274	5.763793350439759
