P/bar	ice12111	iceXI	iceII	iceIX	iceXIII	iceXIV	iceXV	iceLTA	iceMAR	iceNON	icei	ice0	iceACO	iceBSV	iceDOH	ice11215848	ice12232449	ice14427301	ice15124949650	ice1532155471	ice16927915	ice17625256	ice20228176	ice533726600	ice582511	ice6128842	ice6721563	ice8421419	icePCOD8007225	icePCOD8036144	icePCOD8047078	icePCOD8047931	icePCOD8204698	icePCOD8301974	icePCOD8321499	icePCOD8324623	iceIc	iceIh	iceIII	iceIV	iceV	liquid	iceVIII	iceVII	iceVI	iceIII-part	iceV-part
0	-10.432449250332192	NaN	0.	6.63568640359505	10.63628286034176	19.806336612650405	14.197785246143262	NaN	36.6954363731357	20.919052189611744	2.95744942041593	NaN	49.530452929637995	NaN	17.671196363772335	16.54841925794872	NaN	11.027924587046527	37.40942015655296	5.312084769853264	NaN	43.024221398104224	83.89724297638138	NaN	NaN	13.157664486254726	NaN	31.936611624408027	15.447959085437123	17.326379801396115	NaN	NaN	15.320524520444962	NaN	NaN	20.20145099999591	-7.664515877857978	-7.1352670830893485	8.65650281581739	24.205160539859047	13.877051476001723	12.518586970300774	53.10835946615463	62.195408998382504	24.078559853153013	9.27511146858712	16.030107625809624
50	-10.218803512644941	NaN	0.	6.66053392871403	10.603331996399541	19.757450519288337	14.146896676224548	NaN	37.21397733672942	21.31598735738524	3.2410936789305103	NaN	50.05753888783022	NaN	18.10023031909692	16.547139181264132	NaN	11.353045241826544	37.354284506099326	5.405623464316643	NaN	43.52983666937872	83.81612370307111	NaN	NaN	13.276954922899238	NaN	32.037147880370604	15.523781519908642	17.39093296148852	NaN	NaN	15.41788076160247	NaN	NaN	20.33380473243601	-7.435796127499915	-6.9074090735469795	8.703439910092701	24.1503763773519	13.849379397473784	13.904800658353281	53.01291781601477	62.10855171019609	24.02426307022761	9.321692269599097	16.00126237223359
100	-10.005375911982476	NaN	0.	6.685055265855019	10.570329304128702	19.708477921365272	14.096018042767291	NaN	37.73169639691237	21.712346915513127	3.524502932204704	NaN	50.58376030600143	NaN	18.528661234095186	16.54574299738565	NaN	11.677725268993512	37.29915172124288	5.4989950531254745	NaN	44.034688241931256	83.73509282157187	NaN	NaN	13.395918388542896	NaN	32.13737884739045	15.599221881936487	17.455022943062275	NaN	NaN	15.51506642204101	NaN	NaN	20.465969170668867	-7.207339697990181	-6.679823323842911	8.7500178465345	24.095598130160376	13.82162837816947	14.478991853328754	52.917595912397175	62.021809921115945	23.96995385085281	9.367826606954809	15.972410729961014
150	-9.79216564299657	NaN	0.	6.709252339296946	10.537275055230637	19.65941973709584	14.045149427833106	NaN	38.24859859439572	22.108134040632248	3.807674512728628	NaN	51.10909889306475	NaN	18.956492046292166	16.54423120078353	NaN	12.001966722702734	37.24402187380565	5.5921999795737465	NaN	44.538780748026845	83.65415028612783	NaN	NaN	13.51455591336118	NaN	32.237304218379975	15.674281660501764	17.518651947006585	NaN	NaN	15.612081947917833	NaN	NaN	20.59794400342901	-6.979145426868473	-6.452508870134042	8.796238343705227	24.0408260096368	13.79379899262016	14.9197610239863	52.82239350822188	61.93518339181995	23.915632920706823	9.413517997780295	15.943551728011817
200	-9.579171905124802	NaN	0.	6.733127065160236	10.504169517746035	19.61027687373518	13.994290912103192	NaN	38.76468894182292	22.50335189289882	4.090605753912529	NaN	51.633536142654044	NaN	19.383725682003465	16.542604281996052	NaN	12.325771650161727	37.18889503473158	5.685238685395115	NaN	45.04211879368767	83.5732960510253	NaN	NaN	13.632868521520518	NaN	32.33692368702343	15.748962339860224	17.58182216643382	NaN	NaN	15.708927783662755	NaN	NaN	20.729728925897803	-6.75121215752276	-6.225464752301311	8.842103113313838	23.986060224888494	13.765891809733505	15.291567038389518	52.72731035714754	61.84867188377829	23.86130099746144	9.45876993731676	15.914684402952199
250	-9.366393902590552	NaN	0.	6.756681351406794	10.471012956054873	19.561050227578992	13.943442574878329	NaN	39.27997242376967	22.898003615988515	4.373293990086787	NaN	52.15705333312411	NaN	19.81036505633526	16.540862727629474	NaN	12.649142091630225	37.13377127408658	5.7781116107629025	NaN	45.54470695869327	83.49253007059251	NaN	NaN	13.750857231178301	NaN	32.436236947776905	15.823265399542263	17.644535786679526	NaN	NaN	15.80560437197815	NaN	NaN	20.861323639703453	-6.523538739189297	-5.998690013949693	8.887613860215808	23.931300982777767	13.73790739279343	15.619377309504262	52.63234621357128	61.762275159253555	23.80695879078213	9.503585898920559	15.885807798894662
300	-9.153830844403004	NaN	0.	6.779917097840016	10.437805630876417	19.511740683963477	13.892604494078869	NaN	39.79445399674399	23.2920923370964	4.655736556501915	NaN	52.6796315275506	NaN	20.236413073184295	16.539007020358053	NaN	12.97208008042018	37.07865066105848	5.870819194290092	NaN	46.04654979658034	83.41185229919986	NaN	NaN	13.86852305448286	NaN	32.5352436958683	15.897192314352926	17.70679498530242	NaN	NaN	15.902112153838958	NaN	NaN	20.992727852921007	-6.296124026952614	-5.772183702408199	8.932772282413131	23.87654848792187	13.709846299460134	15.915996498668818	52.53750083262883	61.675992981300624	23.752607002327913	9.547969334063206	15.856920967497988
350	-8.941481944357154	NaN	0.	6.802836196104784	10.404547799269222	19.46234911726538	13.84177674624474	NaN	40.30813858918616	23.68562116693695	4.937930789328554	NaN	53.201251573730005	NaN	20.661872625237894	16.53703763892405	NaN	13.294587642895765	37.02353326395708	5.963361873029334	NaN	46.54765183464288	83.33126269125972	NaN	NaN	13.985866997573495	NaN	32.6339436272974	15.9707445543719	17.76860193208438	NaN	NaN	15.998451568492676	NaN	NaN	21.123941280072348	-6.06896688174553	-5.545944868729877	8.977580071054314	23.821802942693054	13.681709081770087	16.189031039105064	52.44277397019442	61.589825113766764	23.69824632575149	9.591923672331363	15.828022967967259
400	-8.7293464210338	NaN	0.	6.825440529687473	10.371239714631143	19.41287639090197	13.79095940653544	NaN	40.82103110146875	24.078593199744045	5.219874025657479	NaN	53.72189410417971	NaN	21.086746593973956	16.53495505813773	NaN	13.616666798473355	36.9684191502141	6.0557400824729415	NaN	47.04801757393213	83.25076120122652	NaN	NaN	14.102890060580451	NaN	32.73233643883576	16.043923584953518	17.829958789030467	NaN	NaN	16.09462305345936	NaN	NaN	21.25496364212621	-5.842066170349136	-5.31997256769182	9.022038910434388	23.767064547218546	13.653496286136043	16.44343683769434	52.34816538288085	61.503771321291545	23.643877446699136	9.635452321426861	15.799112867053829
450	-8.517423497799543	NaN	0.	6.847731973915938	10.337881626699316	19.363323357331044	13.740152548730057	NaN	41.33313640589661	24.471011513270987	5.501563603499595	NaN	54.24153953613793	NaN	21.51103784966096	16.53275974887732	NaN	13.938319559621553	36.91330838638323	6.147954256552893	NaN	47.54765148925659	83.17034778359677	NaN	NaN	14.219593237624935	NaN	32.830421828026836	16.116730866726762	17.890867710368905	NaN	NaN	16.190627044531638	NaN	NaN	21.385794666498157	-5.615420765392799	-5.094265857795149	9.066150477994901	23.71233349938054	13.625208453347009	16.682656187279704	52.25367482803946	61.417831369306924	23.589501042810777	9.678558667166666	15.770189739055356
