P/bar	iceIc	iceIh	iceII	iceIX	iceVI	iceXIII	iceXV	liquid	iceV-part	iceIII-part
0	-10.344329595100135	-9.812404110038187	0.	4.476601057860535	17.073659391491674	7.506793472100981	14.068855922087096	NaN	8.220313815400004	NaN
1000	-5.3330828893210915	-4.8255496796310755	0.	4.80988839097222	15.061426017080297	6.632690422252216	12.706342361873526	NaN	7.370026222237607	NaN
2000	-0.32183618354204846	0.16130475077603634	0.	5.143175724083906	13.04919264266892	5.758587372403451	11.343828801659956	NaN	6.519738629075209	NaN
3000	4.6894105222369955	5.148159181183148	0.	5.476463057195591	11.036959268257542	4.884484322554686	9.981315241446389	NaN	5.669451035912811	NaN
4000	9.700657228016038	10.13501361159026	0.	5.809750390307277	9.024725893846165	4.010381272705921	8.618801681232819	NaN	4.819163442750414	NaN
5000	14.711903933795082	15.12186804199737	0.	6.143037723418963	7.012492519434787	3.136278222857155	7.256288121019249	NaN	3.9688758495880165	NaN
6000	19.723150639574126	20.108722472404484	0.	6.476325056530648	5.00025914502341	2.26217517300839	5.89377456080568	NaN	3.1185882564256184	NaN
7000	24.734397345353166	25.095576902811594	0.	6.809612389642334	2.9880257706120332	1.388072123159625	4.531261000592112	NaN	2.268300663263221	NaN
8000	29.74564405113221	30.082431333218707	0.	7.14289972275402	0.9757923962006565	0.51396907331086	3.1687474403785423	NaN	1.418013070100824	NaN
9000	34.756890756911254	35.069285763625814	0.	7.476187055865705	-1.0364409782107238	-0.360133976537905	1.8062338801649727	NaN	0.5677254769384259	NaN
10000	39.7681374626903	40.05614019403293	0.	7.8094743889773905	-3.0486743526221005	-1.2342370263866709	0.44372031995140304	NaN	-0.2825621162239713	NaN
