# Temperature[K] Pressure[bar] mu_DFT-mu_NNP[meV/molecule] (mu_DFT-mu_NNP)_error[meV/molecule]
225 2000 -3.10063 0.194041
225 3000 -4.01465 0.196913
225 4000 -1.50033 0.121563
225 5000 -3.49678 0.196907
250 2000 -2.97952 0.208484
250 3000 -2.35067 0.156435
250 4000 -2.68396 0.165782
250 5000 -2.30812 0.171908
275 1000 -2.51175 0.224577
275 2000 -2.43014 0.157002
275 3000 -3.9068 0.239893
275 4000 -4.11307 0.240673
275 5000 -2.59856 0.119183

