# Temperature[K] Pressure[bar] mu_DFT-mu_NNP[meV/molecule] (mu_DFT-mu_NNP)_error[meV/molecule]
225 2000 -3.24478 0.176747
225 3000 -3.87507 0.196908
225 4000 -3.4737 0.196378
225 5000 -1.50802 0.163635
250 2000 -4.10375 0.218683
250 3000 -3.86094 0.15635
250 4000 -3.53141 0.193542
250 5000 -2.18012 0.188379
275 1000 -2.91572 0.237439
275 2000 -3.44516 0.175796
275 3000 -5.40882 0.240674
275 4000 -2.18368 0.169108
275 5000 -3.79736 0.236279

