# Temperature[K] Pressure[bar] mu_DFT-mu_NNP[meV/molecule] (mu_DFT-mu_NNP)_error[meV/molecule]
200 0 -1.99227 0.163358
200 1000 -1.34551 0.21183
200 2000 -0.680761 0.11623
200 3000 -1.07172 0.14677
225 0 -3.52777 0.289875
225 1000 -2.09011 0.216676
225 2000 -1.57811 0.196399
225 3000 -2.3789 0.204664
250 0 -1.15451 0.170238
250 1000 -1.86268 0.238452
250 2000 -1.46298 0.125921
250 3000 -1.93407 0.302878
275 0 -0.980659 0.202907
275 1000 -0.935517 0.170568
275 2000 -1.94792 0.303692

