# Temperature[K] Pressure[bar] mu_DFT-mu_NNP[meV/molecule] (mu_DFT-mu_NNP)_error[meV/molecule]
225 2000 -3.03169 0.148147
225 3000 -3.77159 0.180708
225 4000 -3.38708 0.185303
225 5000 -4.54437 0.199143
250 2000 -2.5071 0.149551
250 3000 -3.24108 0.162905
250 4000 -3.96924 0.159977
250 5000 -2.9986 0.174818
275 1000 -2.79338 0.117084
275 2000 -3.23284 0.243926
275 3000 -2.69885 0.139207
275 4000 -3.32693 0.244387
275 5000 -3.97288 0.240605

