# Temperature[K] Pressure[bar] mu_DFT-mu_NNP[meV/molecule] (mu_DFT-mu_NNP)_error[meV/molecule]
200 0 -1.93235 0.261605
200 1000 -2.18392 0.243555
200 2000 -2.43628 0.232724
200 3000 -1.35726 0.182934
225 0 -2.78182 0.293099
225 1000 -0.917722 0.171975
225 2000 -2.65068 0.28976
225 3000 -1.9921 0.189842
250 0 -1.80787 0.287544
250 1000 -2.32773 0.239499
250 2000 -2.02568 0.227155
250 3000 -2.56642 0.30632
275 0 -1.42416 0.166265
275 1000 -1.96782 0.19975
275 2000 -1.66368 0.278191

