# Temperature[K] Pressure[bar] mu_DFT-mu_NNP[meV/molecule] (mu_DFT-mu_NNP)_error[meV/molecule]
225 2000 -2.88071 0.18244
225 3000 -2.41549 0.185496
225 4000 -2.13385 0.169501
225 5000 -1.81565 0.140983
250 2000 -3.41967 0.217521
250 3000 -2.40925 0.191633
250 4000 -2.33452 0.149207
250 5000 -2.24181 0.21539
275 1000 -1.32196 0.174939
275 2000 -2.17319 0.23331
275 3000 -3.79406 0.240516
275 4000 -2.39976 0.230618
275 5000 -2.34632 0.173967

