# Temperature[K] Pressure[bar] mu_DFT-mu_NNP[meV/molecule] (mu_DFT-mu_NNP)_error[meV/molecule]
225 2000 -3.05319 0.14097
225 3000 -2.62128 0.190318
225 4000 -1.76047 0.190084
225 5000 -3.03042 0.194597
250 2000 -4.30749 0.21879
250 3000 -2.0742 0.206664
250 4000 -2.03162 0.205964
250 5000 -4.34404 0.218782
275 1000 -2.80953 0.19786
275 2000 -3.32738 0.234205
275 3000 -3.00004 0.240076
275 4000 -2.13138 0.187317
275 5000 -4.3989 0.203268

