# Temperature[K] Pressure[bar] mu_DFT-mu_NNP[meV/molecule] (mu_DFT-mu_NNP)_error[meV/molecule]
200 0 -1.74085 0.19861
200 1000 -1.08138 0.128987
200 2000 -1.97052 0.244952
200 3000 -1.62029 0.199898
225 0 -4.64219 0.295105
225 1000 -2.52002 0.288018
225 2000 -2.30535 0.156017
225 3000 -1.5857 0.197979
250 0 -2.23758 0.275348
250 1000 -1.6132 0.194461
250 2000 -3.04434 0.318512
250 3000 -2.43842 0.320884
275 0 -1.5763 0.244481
275 1000 -1.42833 0.153856
275 2000 -2.50062 0.291634

