# Temperature[K] Pressure[bar] mu_DFT-mu_NNP[meV/molecule] (mu_DFT-mu_NNP)_error[meV/molecule]
225 2000 -2.44074 0.140102
225 3000 -3.86436 0.196194
225 4000 -2.39188 0.175734
225 5000 -2.73141 0.142218
250 2000 -2.4237 0.192344
250 3000 -2.32564 0.186377
250 4000 -2.95533 0.191167
250 5000 -2.90341 0.190823
275 1000 -2.32654 0.117846
275 2000 -2.93132 0.242159
275 3000 -2.29617 0.188009
275 4000 -2.67876 0.227379
275 5000 -4.18239 0.244468

