# Temperature[K] Pressure[bar] mu_DFT-mu_NNP[meV/molecule] (mu_DFT-mu_NNP)_error[meV/molecule]
200 0 -1.77391 0.137902
200 1000 -3.32392 0.203771
200 2000 -2.18244 0.209603
200 3000 -3.08709 0.21688
225 0 -3.15892 0.292886
225 1000 -2.98981 0.278116
225 2000 -2.67484 0.256891
225 3000 -4.15027 0.298338
250 0 -2.4939 0.283599
250 1000 -1.86857 0.223843
250 2000 -2.62842 0.166195
250 3000 -2.90977 0.239417
275 0 -3.11299 0.259294
275 1000 -1.909 0.188548
275 2000 -3.49814 0.272271

