# Temperature[K] Pressure[bar] mu_DFT-mu_NNP[meV/molecule] (mu_DFT-mu_NNP)_error[meV/molecule]
225 2000 1.71311 0.196137
225 3000 3.49184 0.194215
225 4000 3.05655 0.195585
225 5000 3.86359 0.17072
250 2000 1.21813 0.151288
250 3000 3.03897 0.108793
250 4000 2.45908 0.197417
250 5000 2.40155 0.218261
275 1000 1.72345 0.166203
275 2000 3.06147 0.151982
275 3000 2.52996 0.18121
275 4000 2.45255 0.131615
275 5000 3.01769 0.238939

