# Temperature[K] Pressure[bar] mu_DFT-mu_NNP[meV/molecule] (mu_DFT-mu_NNP)_error[meV/molecule]
225 2000 2.6127 0.161876
225 3000 2.0718 0.19472
225 4000 4.46994 0.183167
225 5000 3.81166 0.196495
250 2000 1.76386 0.215669
250 3000 2.03736 0.189697
250 4000 3.32219 0.163397
250 5000 2.81477 0.170094
275 1000 0.904766 0.235549
275 2000 2.20019 0.114346
275 3000 2.40511 0.227678
275 4000 4.22827 0.161597
275 5000 1.83377 0.211249

