# Temperature[K] Pressure[bar] mu_DFT-mu_NNP[meV/molecule] (mu_DFT-mu_NNP)_error[meV/molecule]
225 2000 3.55153 0.170728
225 3000 2.24399 0.196808
225 4000 2.17278 0.196484
225 5000 4.3928 0.122372
250 2000 1.50213 0.217653
250 3000 2.0618 0.218772
250 4000 3.17006 0.218385
250 5000 2.56369 0.218793
275 1000 1.5831 0.149588
275 2000 3.146 0.11634
275 3000 1.87262 0.141492
275 4000 3.32419 0.230776
275 5000 3.20746 0.163001

