100 10000 -2.71906 0.141357
100 4000 0.0705932 0.121766
100 5000 0.256913 0.0975817
100 6000 -1.17836 0.111079
100 7000 -2.07505 0.152322
100 8000 -2.43621 0.142681
100 9000 -1.83185 0.149107
125 10000 -1.12319 0.121272
125 2000 0.113009 0.189089
125 3000 0.468396 0.172822
125 4000 -0.788465 0.190247
125 5000 0.0677286 0.136645
125 6000 -0.58593 0.152925
125 7000 -0.954946 0.160825
125 8000 -1.80829 0.148773
125 9000 -1.20429 0.189517
150 1000 -0.20975 0.228508
150 10000 -1.09654 0.2035
150 2000 2.04327 0.173788
150 3000 0.752046 0.147284
150 4000 0.148236 0.22345
150 5000 -0.248129 0.157269
150 6000 -1.02997 0.227788
150 7000 -0.446245 0.167583
150 8000 -1.44036 0.199181
150 9000 -0.822679 0.143632
175 4000 -1.03525
175 5000 -1.20411
175 6000 -2.22091
175 7000 -1.39012
200 3000 0.250546
200 4000 -0.320317
200 5000 -0.289469
200 6000 -1.39912
200 7000 -1.56644
200 8000 -1.13002
200 9000 -2.28311
225 2000 0.392843
225 3000 -0.0210971
225 4000 0.0476141
225 5000 -0.781297
225 6000 -0.827252
225 7000 -1.5145
225 8000 -2.10569
225 9000 -2.28054
250 2000 0.770566
250 3000 0.434685
250 4000 0.0861424
250 5000 0.161587
250 6000 -0.302129
250 7000 -0.231558
250 8000 -1.15455
250 9000 -4.00038
275 3000 0.933601
275 4000 0.596764
275 5000 0.458082
275 6000 -0.19966
275 7000 -0.515487
275 8000 -1.57087
275 9000 -1.92297
300 4000 0.0558345
300 5000 0.561204
300 6000 -0.0052525
300 7000 -0.669845
300 8000 0.0361125
300 9000 -0.411136
