#rho/A^-3 potentialEnergy/(eV) P/bar Ptarget/bar Tavg/K Ttarget/K v/A^3 avgEnthalpy/eV
0.11220740267413 -156.517028862029 -4.74604681079998 0 74.5636982719763 75 8.91206797562349 -156.507433719547
0.113137298592377 -156.517019012271 495.929144760703 500 74.8621039680588 75 8.83881807716577 -156.504620631325
0.11401439395276 -156.517009140322 930.538220206671 1000 74.8991949303692 75 8.77082239646277 -156.502249081535
0.114796866567929 -156.516989985112 1555.55566913563 1500 74.854950550204 75 8.71103915896751 -156.498874906187
0.115651655908374 -156.516940042709 1995.66870184838 2000 75.2403980127861 75 8.64665526961639 -156.496459399889
0.116290639260883 -156.516920857201 2510.68897738672 2500 75.0297909741868 75 8.59914440539478 -156.493763185655
0.116965466154577 -156.516867002197 3018.80974964021 3000 74.9262192483288 75 8.54953203604936 -156.491088931078
0.117643476651541 -156.516772560868 3426.9239947856 3500 74.9248414601146 75 8.50025881980684 -156.488925633158
0.118316396990142 -156.516685868349 3992.05151533182 4000 75.0287220386239 75 8.45191389730471 -156.485946461802
0.118937747926837 -156.516612263793 4511.35845672546 4500 74.9886147379722 75 8.40775966781493 -156.48326215439
0.11954391058722 -156.516516274464 4966.66279598421 5000 74.9864800781918 75 8.36512704903018 -156.480907896502
0.120450642911914 -156.516353236932 5742.70460353478 5750 75.0426571079841 75 8.30215576957365 -156.476912764976
0.120999372973826 -156.516260640552 6200.70852651659 6250 74.8691995790431 75 8.26450563687063 -156.474615532115
0.12155001839239 -156.516124729164 6800.76700735018 6750 75.0257064234368 75 8.22706580571446 -156.471521779769
0.122117373040544 -156.515967812133 7304.61401478731 7250 75.2953226842512 75 8.18884303765683 -156.468916973049
0.122660312438319 -156.515841289553 7693.9759562742 7750 74.9248372223253 75 8.15259622384269 -156.467020842983
0.12318461357563 -156.515679994338 8199.54991717721 8250 75.1458266167729 75 8.11789695947733 -156.464436452237
0.123709780247218 -156.515543686956 8771.18184334875 8750 74.9398055175811 75 8.08343526277091 -156.461620880557
0.124248552887369 -156.515383173521 9224.08146204299 9250 75.3604808384134 75 8.04838347619629 -156.459324892987
0.124764080096827 -156.515210377947 9774.0741816244 9750 75.1002214924136 75 8.01512742468759 -156.456624271944
0.12537572815751 -156.514969088042 10304.6000243149 10250 74.9619699753999 75 7.97602546119373 -156.453996914357
