#rho/A^-3 potentialEnergy/(eV) P/bar Ptarget/bar Tavg/K Ttarget/K v/A^3 avgEnthalpy/eV
0.111428762539637 -156.482878863923 -66.4480968680241 0 325.150269320904 325 8.97434358246851 -156.44127995739
0.112461782163792 -156.48354973713 967.312170653952 1000 324.856439200891 325 8.89190959595122 -156.436247791601
0.11334393500481 -156.484123801089 2109.45226231931 2000 324.849289844034 325 8.82270409932002 -156.430574238322
0.114245964185502 -156.484639900592 2985.44974341567 3000 325.00603820203 325 8.75304442593959 -156.426370929135
0.115039856842503 -156.485083884313 4048.71347394307 4000 324.610551165165 325 8.69263946815466 -156.42120892798
0.115877263772553 -156.485455800792 5107.46280630554 5000 324.541778443399 325 8.62982061746665 -156.416050615908
0.116681649119801 -156.485792166533 5861.89344204904 6000 324.330069265927 325 8.57032796111122 -156.412564232318
0.117389676480491 -156.485944215124 6989.94032046823 7000 324.508095499488 325 8.51863664660657 -156.40688730292
0.118058357526188 -156.48616644186 7984.75313817701 8000 324.94768864922 325 8.47038719624894 -156.402001098101
0.118686183090599 -156.48632428093 9048.39933969812 9000 324.540570162699 325 8.42558058537149 -156.396846049511
0.119460925841013 -156.486435481389 9931.48131239705 10000 325.191166669332 325 8.37093796954886 -156.392565087119
0.120006292826896 -156.486545211548 10879.4711863646 11000 325.15045962566 325 8.33289635438083 -156.387989640192
0.120641622720508 -156.486531953601 11958.3650859959 12000 324.709582002122 325 8.28901317347757 -156.382745276807
0.121254775191063 -156.486508204766 13029.4080115581 13000 324.543846260375 325 8.24709788479907 -156.377547167672
0.121864680812367 -156.486605634931 14024.4097045145 14000 324.909678573946 325 8.20582299427415 -156.372831647355
0.122440503605213 -156.48650381809 14840.6021630094 15000 325.007849972846 325 8.16723200701883 -156.368896846596
0.123071409644348 -156.48647095621 15940.0469312896 16000 324.944524696895 325 8.12536398900285 -156.36368880591
0.123592266382458 -156.486376233977 16998.2399212045 17000 324.71268612541 325 8.09112114592583 -156.35861667609
0.124145732270316 -156.486277862654 18030.255639071 18000 324.634929773445 325 8.05504934976415 -156.353723579223
0.124158430627884 -156.486266003811 17937.5266182148 18000 325.393936519578 325 8.05422551608361 -156.354088342894
0.124692894622414 -156.486140360514 18877.2024619271 19000 324.541521620191 325 8.01970315171629 -156.349753479307
0.125276000061062 -156.48597717519 20056.4725700191 20000 324.371717867674 325 7.98237491229427 -156.344178799757
0.125812715284565 -156.485784321773 21100.0897797293 21000 325.260159181772 325 7.9483222163848 -156.339121023132
0.126322839764798 -156.485584844109 21978.2417388108 22000 324.841521560737 325 7.91622482412453 -156.335060872865
0.126888170829646 -156.485381158699 22885.0109268132 23000 325.017465743889 325 7.88095528102892 -156.330857592478
0.127448164972102 -156.485109312552 24061.49064792 24000 324.856295434436 325 7.84632717323858 -156.32533518164
0.12789474247102 -156.484931538875 25067.0311827404 25000 325.201643700384 325 7.81892969702482 -156.320615425172
0.128514992168361 -156.484605191224 26063.9101515754 26000 324.848619335948 325 7.78119333104691 -156.316085188367
0.129025431505354 -156.484279645269 27100.2299811764 27000 325.042706759219 325 7.7504100419033 -156.311226294355
0.129519587815242 -156.484026446593 27958.2447074634 28000 325.178493535981 325 7.72083988891693 -156.307323722657
0.130072747005483 -156.483627322404 28865.4983715313 29000 325.307887275255 325 7.68800554321994 -156.303120068444
0.130564520251204 -156.483375130971 30019.9765988011 30000 325.024232506971 325 7.65904855374197 -156.297904846031
0.13112199376489 -156.482943966292 30954.1532472236 31000 324.911219785479 325 7.62648562065844 -156.293650494224
0.131588842097686 -156.482570791523 32017.5967516732 32000 324.736448351474 325 7.59942852341266 -156.288788290345
0.132121986128132 -156.482216813214 32946.6067013543 33000 324.95851258073 325 7.56876299929519 -156.284624795626
0.132599404886384 -156.481801884757 34026.5761285626 34000 325.111907135263 325 7.5415119762931 -156.279668087373
0.133156030371767 -156.481268441766 34883.3096578312 35000 325.376145490166 325 7.5099865714533 -156.275752262071
0.133561553534689 -156.480984686106 35995.2835267245 36000 325.381353920642 325 7.48718454925937 -156.270771483324
0.134091049978242 -156.480528902933 36908.6780752566 37000 324.704128077361 325 7.45761928303388 -156.266813194227
0.134632003918104 -156.480009991469 37983.9705038053 38000 325.212068478321 325 7.42765442760769 -156.261929998226
0.135097134851158 -156.479592886755 38934.7694601458 39000 325.314185797768 325 7.40208148086738 -156.257714367675
0.135545504960467 -156.479124181864 40006.3013013831 40000 324.927814805085 325 7.37759618285871 -156.252953354902
0.136068811563462 -156.478615773126 40995.644326364 41000 325.091969700766 325 7.34922270952301 -156.248601902289
