#rho/A^-3 potentialEnergy/(eV) P/bar Ptarget/bar Tavg/K Ttarget/K v/A^3 avgEnthalpy/eV
0.079583578272199 -156.514755583872 4.16557713394107 0 75.0231735172126 75 12.5654063527994 -156.505039434931
0.0804854218466672 -156.514832157061 1003.71703518641 1000 75.1413869339864 75 12.4246102841469 -156.497349154351
0.0813349323517746 -156.514831638106 2009.29409074417 2000 74.9192072726253 75 12.2948402498817 -156.489742215442
0.082160717331716 -156.514735733433 3015.60615494094 3000 74.9877023899649 75 12.1712666646105 -156.482147636594
0.0829237526495458 -156.514575293849 3990.63078685142 4000 74.9472241080184 75 12.0592709332177 -156.47486384614
0.083673372128746 -156.514337729602 5006.57631762389 5000 74.9653253872639 75 11.9512334038758 -156.467315582602
0.0843773063733997 -156.514075313805 6009.12932024994 6000 75.1226492154665 75 11.8515278927564 -156.459929078386
0.0850509369926583 -156.513753520928 6994.65324009233 7000 75.0503217269309 75 11.7576600018683 -156.452735689487
0.0856833063594223 -156.513408961772 7997.57720624069 8000 75.0713056382354 75 11.6708848256301 -156.445461029454
0.086343811327237 -156.512958752309 9003.25537371611 9000 75.0802407901054 75 11.5816059614287 -156.438185544463
0.0869552483322671 -156.51251531519 10020.5546052827 10000 75.0003863994876 75 11.5001684105239 -156.430906877654
0.0875868657540831 -156.512003548455 10971.4303325934 11000 74.9653922601457 75 11.4172369497465 -156.424144366239
0.0882049973131743 -156.511459361988 12003.4626732529 12000 74.9964220455968 75 11.3372261261964 -156.4168407925
0.0888871743731433 -156.510779910526 13016.2324599658 13000 75.0517784001223 75 11.2502169975846 -156.409693064417
0.0895010519199417 -156.510121088332 13993.0538757974 14000 75.0142152029246 75 11.1730530373486 -156.402855985049
0.0902930453739523 -156.509186622022 15006.0403160545 15000 75.0105618469735 75 11.075050086731 -156.395775574333
