#rho/A^-3 potentialEnergy/(eV) P/bar Ptarget/bar Tavg/K Ttarget/K v/A^3 avgEnthalpy/eV
0.131082029129451 -156.481195378692 6.827372513517 0 174.86162628496 175 7.62881080374826 -156.458572183873
0.131964025218615 -156.481522044281 2100.30515489798 2166.66666666667 174.940636748399 175 7.577822806961 -156.448988552932
0.132100997576935 -156.481573201852 2539.46754023938 2500 174.794947128744 175 7.56996554411033 -156.446992548163
0.132254799714742 -156.481592963737 2899.11560363814 2833.33333333333 175.035453303454 175 7.56116225767897 -156.445298396437
0.132410098987558 -156.481662922603 3172.23582838991 3166.66666666667 175.023113008322 175 7.55229402927917 -156.444098425024
0.132613560524277 -156.481694387282 3472.64709335071 3500 175.009564364397 175 7.54070696877892 -156.442740096911
0.135019201866009 -156.48201027311 9998.89714489692 10000 175.041435013288 175 7.40635395691632 -156.413174470888
0.135375514157617 -156.481985918484 11036.4579911032 11000 174.873051169221 175 7.38686021783601 -156.408509137406
0.135687245405884 -156.482007284791 12007.1873953218 12000 175.003626744415 175 7.36988946167108 -156.404166903111
0.136034477785242 -156.481959472796 12989.5394200392 13000 174.835590012751 175 7.35107758180763 -156.399774012206
0.136346139315164 -156.481916877661 13948.8052640029 14000 175.059287294756 175 7.33427440646852 -156.395447494076
0.136697109683832 -156.481855849525 15007.0665936437 15000 174.899299869665 175 7.31544362798096 -156.390739314623
0.137021928972479 -156.481774446592 16031.9789661497 16000 174.946490341899 175 7.29810189871761 -156.386145501829
0.137319968304319 -156.481706953077 16978.7357418559 17000 174.926778940846 175 7.28226209449649 -156.381936544156
0.137639333969835 -156.481608823003 18049.7739945428 18000 175.115342140065 175 7.26536500255925 -156.377135470273
0.137981249511473 -156.481503386792 19047.1973506416 19000 174.961308338031 175 7.2473615331107 -156.372740693412
