#rho/A^-3 potentialEnergy/(eV) P/bar Ptarget/bar Tavg/K Ttarget/K v/A^3 avgEnthalpy/eV
0.0984358280179242 -156.525074192379 -3.08297821430513 0 25.0069596944397 25 10.1589027098742 -156.521866568361
0.0992884678089972 -156.525076124668 1009.35213141948 1000 25.0152808493437 25 10.0716631253059 -156.515502454035
0.100088528023476 -156.525024436927 2004.76836355396 2000 24.9643333293678 25 9.99115502793137 -156.509300699005
0.100868954827675 -156.524921663002 3005.0177936605 3000 25.0631331926486 25 9.91385309492309 -156.503092346535
0.101656140946281 -156.524779460726 4001.13423731526 4000 24.9460674709275 25 9.83708402356561 -156.496993857828
0.102424586565199 -156.524587059549 4994.09074437049 5000 25.0019628054356 25 9.76328080527272 -156.490927032271
0.103189048845999 -156.524356948539 5993.18866307321 6000 25.0079449192657 25 9.69095084394485 -156.484878862354
0.103945722486473 -156.524081905282 6994.0287826028 7000 24.9911246134526 25 9.62040549701444 -156.478859687624
0.104706236370656 -156.523772292427 7998.7188802769 8000 25.0258687082227 25 9.5505295067625 -156.472862749578
0.104721652934157 -156.523757635311 8005.74688879842 8000 24.9797830125649 25 9.5491235287199 -156.47281882291
0.105474125318242 -156.523414205993 9018.27625487958 9000 25.0014470942119 25 9.48099827310959 -156.466821389701
0.106243726999618 -156.52301618947 10000.4053957569 10000 25.0094325116396 25 9.41232040931314 -156.461038917113
0.1070460624146 -156.522561885312 10992.9152880079 11000 24.9780452349813 25 9.34177285407193 -156.455242073999
0.107839927077346 -156.522074951405 12003.6817315194 12000 25.0120005739036 25 9.27300330315293 -156.449372426271
0.108724367514488 -156.521481308642 12997.3914410442 13000 24.9746371267382 25 9.19757017548756 -156.443644189135
0.109801170877329 -156.520721801786 14002.8527136721 14000 25.0279656462301 25 9.10737100533485 -156.437894064638
