125 0 -3.87904632591905 -3.866630386506698
125 1000 -4.03311234660712 -4.03354925804373
125 2000 -4.18718436978701 -4.200476064883395
125 3000 -4.34125039047508 -4.367395015893286
125 4000 -4.4953135264648 -4.534312484671935
125 5000 -4.64938326492181 -4.7012359536514925
125 6000 -4.80344928560988 -4.868154904661384
125 7000 -4.95751881197745 -5.035078113458738
125 8000 -5.11158732947783 -5.202000503565221
125 9000 -5.26565335016593 -5.3689194545751135
125 10000 -5.41972059181059 -5.535839547471675
150 0 -3.52303883839872 -3.4825697248627363
150 1000 -3.68938187290215 -3.657334244797462
150 2000 -3.85572800419339 -3.832100076862598
150 3000 -4.02207392339516 -4.006865999555707
150 4000 -4.18841883372979 -4.181630916514274
150 5000 -4.35476475293156 -4.356396759734523
150 6000 -4.52111316894568 -4.531166093426271
150 7000 -4.68745391872623 -4.705927275500889
150 8000 -4.85380233474035 -4.880696609192637
150 9000 -5.02014596921926 -5.055459336512095
150 10000 -5.18649316427673 -5.2302275913307685
175 0 -3.25086757233208 -3.264404811686514
175 1000 -3.40946711356872 -3.4352949867819653
175 2000 -3.56806733068559 -3.606189568182316
175 3000 -3.72666687192221 -3.777079531545202
175 4000 -3.88526747692512 -3.9479720485093934
175 5000 -4.04386701816176 -4.118862255111644
175 6000 -4.20247011997698 -4.289758159797517
175 7000 -4.36107072497988 -4.460650512995205
175 8000 -4.51966738151812 -4.631539396311931
175 9000 -4.67826798652107 -4.802431861901214
175 10000 -4.83687002457002 -4.973325558974962
200 0 -2.8851212967615 -3.0428023982908066
200 1000 -3.05017450176866 -3.201535592467942
200 2000 -3.21522913982207 -3.360270292875705
200 3000 -3.38028522952761 -3.5190050254797764
200 4000 -3.54534093134705 -3.677741822520007
200 5000 -3.71039185163144 -3.8364719254852453
200 6000 -3.87544794133702 -3.9952067060553786
200 7000 -4.04050257939029 -4.153941275615374
200 8000 -4.20555578439756 -4.3126747164407195
200 9000 -4.3706143709154 -4.471412936107443
200 10000 -4.53566529119974 -4.6301429876977735
225 0 -2.9377273962059 -2.884900957576894
225 1000 -3.09075319834571 -3.0500474220183524
225 2000 -3.2437802763413 -3.2151961977188126
225 3000 -3.39680963905972 -3.380348226985735
225 4000 -3.54983422024296 -3.5454935635896034
225 5000 -3.70286418293689 -3.710643742048447
225 6000 -3.85588876412013 -3.8757889148858116
225 7000 -4.00891812683855 -4.040941028446378
225 8000 -4.16194520483413 -4.206089934994606
225 9000 -4.31496978601738 -4.3712351078319704
225 10000 -4.46799686401294 -4.5363839630052905
250 0 -2.36702317564 -2.2937301709216418
250 1000 -2.51382821324242 -2.4433399080558558
250 2000 -2.66063158710322 -2.592949409007252
250 3000 -2.80743662470572 -2.742559088947213
250 4000 -2.95424394703105 -2.8921721581221904
250 5000 -3.10104732089182 -3.0417816333861323
250 6000 -3.24785235849428 -3.1913913845693216
250 7000 -3.39465801707791 -3.341004086713712
250 8000 -3.54146055786806 -3.4906104501752195
250 9000 -3.6882639317288 -3.6402199569459595
250 10000 -3.83506896933129 -3.7898295656426937
275 0 -2.43636619773262 -2.354985652552163
275 1000 -2.52806035833785 -2.4543750451625788
275 2000 -2.61975823671206 -2.5537690715429964
275 3000 -2.7114548941296 -2.6531619032500027
275 4000 -2.80314845475928 -2.75255338649891
275 5000 -2.89484633313351 -2.8519474443861257
275 6000 -2.98654299055102 -2.951340301780586
275 7000 -3.0782342664579 -3.050728313911225
275 8000 -3.16993320859833 -3.1501245910490447
275 9000 -3.26163108697249 -3.249518577693033
275 10000 -3.3533252475777 -3.3489081573470147
300 0 -1.68925811776024 -1.6646476555785312
300 1000 -1.84479024173862 -1.8178057076949892
300 2000 -2.00032114476035 -1.970962686051748
300 3000 -2.15585576555105 -2.124124232754625
300 4000 -2.31138500483107 -2.2772810427628425
300 5000 -2.46691362312993 -2.4304346517526954
300 6000 -2.62244824392062 -2.5835961844065976
300 7000 -2.7779791469424 -2.7367532446466085
300 8000 -2.93351127092073 -2.8899112703696432
300 9000 -3.08904467075481 -3.0430717381994463
300 10000 -3.24457679473318 -3.196229845805733
325 0 -1.59771979728482 -1.5447521099547206
325 1000 -1.71691689314299 -1.661523064626043
325 2000 -1.83611526485694 -1.7782963853401217
325 3000 -1.95531508599938 -1.895071034984436
325 4000 -2.0745143716024 -2.01184566118146
325 5000 -2.19371259343913 -2.128618113683549
325 6000 -2.3129147637405 -2.245394043297882
325 7000 -2.43211298557705 -2.3621664957999715
325 8000 -2.5513122711801 -2.478941076441327
325 9000 -2.67051277773959 -2.5957168270670934
325 10000 -2.78970977861967 -2.712488118812857
