125 0 -4.36370887717201 -4.454270821216697
125 1000 -4.54090839039629 -4.641704826470802
125 2000 -4.71810623987888 -4.829138540758334
125 3000 -4.89530575310323 -5.016572546012438
125 4000 -5.07250776313982 -5.204009831417413
125 5000 -5.24970727636414 -5.391443677725799
125 6000 -5.42690678958837 -5.578877846746408
125 7000 -5.60411002058161 -5.766316159649549
125 8000 -5.78130953380596 -5.953750164903655
125 9000 -5.95850904703024 -6.141184011212039
125 10000 -6.13570856025455 -6.328618180232648
150 0 -4.13289955188453 -4.179562735795314
150 1000 -4.29834777347648 -4.349575076688933
150 2000 -4.46378954979152 -4.519580445591403
150 3000 -4.62923548666061 -4.689589385611319
150 4000 -4.7946826444863 -4.859599467517903
150 5000 -4.96012548456755 -5.029607090586621
150 6000 -5.12557264239328 -5.199617273246115
150 7000 -5.2910185792624 -5.369626224904718
150 8000 -5.45646035557739 -5.539631481415592
150 9000 -5.62190857716935 -5.709643923062119
150 10000 -5.7873520172261 -5.879649372610533
175 0 -3.76947018172941 -3.774942724059095
175 1000 -3.96324272370876 -3.981466196470641
175 2000 -4.15701755041154 -4.187993119133889
175 3000 -4.35078988030195 -4.394516490308952
175 4000 -4.54455953758351 -4.601038639434973
175 5000 -4.73833436428625 -4.80756569294599
175 6000 -4.93210440945384 -5.014085595413176
175 7000 -5.12587635145826 -5.220611161872165
175 8000 -5.31965117816102 -5.427138056437464
175 9000 -5.51342122332863 -5.63365811785037
175 10000 -5.70719605003139 -5.840185012415667
200 0 -3.36698012548974 -3.272268724154547
200 1000 -3.54454413527667 -3.4570088887174566
200 2000 -3.72210398451003 -3.6417453067577297
200 3000 -3.89966510959908 -3.8264842323287613
200 4000 -4.07722662257378 -4.011220957795081
200 5000 -4.25478896861943 -4.195960978698449
200 6000 -4.43235297840669 -4.380701143261359
200 7000 -4.60990932196045 -4.565433128109188
200 8000 -4.78747455270437 -4.750174535311675
200 9000 -4.96503318098101 -4.934909874478875
200 10000 -5.14259430606997 -5.119648800049906
225 0 -2.86605031853541 -2.785283706746145
225 1000 -3.04182070710855 -2.9585443728824905
225 2000 -3.21759507355854 -3.1318087138146686
225 3000 -3.39336654465731 -3.3050715676948195
225 4000 -3.56914233349988 -3.4783371517501522
225 5000 -3.74491380459839 -3.651600005630302
225 6000 -3.92068938135159 -3.8248655049084146
225 7000 -4.09646085245003 -3.9981284731770703
225 8000 -4.27223003882568 -4.171388152963619
225 9000 -4.44800561557933 -4.344653409002366
225 10000 -4.62377708667745 -4.5179164266490215
250 0 -2.54880767054802 -2.4694546096768506
250 1000 -2.71112396956887 -2.626771621221071
250 2000 -2.87343738389143 -2.7840873269375908
250 3000 -3.03575368291249 -2.9414042822860127
250 4000 -3.19806769721047 -3.09871784839942
250 5000 -3.36038113850615 -3.256033440725889
250 6000 -3.52269742284689 -3.4133504275811104
250 7000 -3.68500960153345 -3.5706649211663954
250 8000 -3.84732588587411 -3.7279818052715896
250 9000 -4.00963988549422 -3.885295657769637
250 10000 -4.17195333156128 -4.0426112816029045
275 0 -2.24056897927346 -2.1433001647512633
275 1000 -2.39109609095347 -2.2951715743935845
275 2000 -2.54162175320097 -2.4470416492864304
275 3000 -2.69214795099014 -2.598911758266591
275 4000 -2.84267255631954 -2.750783054003878
275 5000 -2.99319898258091 -2.902653494924453
275 6000 -3.14372418788561 -3.054522939853661
275 7000 -3.29424939319045 -3.2063920983982275
275 8000 -3.44477293475344 -3.358261298914986
275 9000 -3.59530042478106 -3.510134030329392
275 10000 -3.74582436080294 -3.6620009512685794
300 0 -1.62232390768046 -1.5102643263165438
300 1000 -1.83045594575761 -1.716521588107904
300 2000 -2.03859147312933 -1.9227830350763282
300 3000 -2.24672473216566 -2.129041436903614
300 4000 -2.45485903858305 -2.3353018563739782
300 5000 -2.66299161219997 -2.5415591887265045
300 6000 -2.87112509970614 -2.747817852249432
300 7000 -3.07925819932637 -2.9540786713198544
300 8000 -3.2873904818514 -3.1603362559697072
300 9000 -3.49552644712133 -3.366598593598957
300 10000 -3.70365991557743 -3.5728572256150857
325 0 -1.26614695239767 -1.086722489714987
325 1000 -1.43305522506563 -1.2575521008716237
325 2000 -1.59995939207834 -1.4283793968661855
325 3000 -1.76686355909129 -1.599206575355881
325 4000 -1.93376645024848 -1.7700314705383633
325 5000 -2.10067070865024 -1.9408588743349873
325 6000 -2.26757501274669 -2.1116863754518715
325 7000 -2.43447917975957 -2.2825135943840182
325 8000 -2.60138207091714 -2.453338514401664
325 9000 -2.76828623792894 -2.6241657549065014
325 10000 -2.9351904049424 -2.794992953264412
